Shares Number,Volume,Net Income,Dividends,Employee Amount,Previous Close,Analysts,Price Target,Earnings Date,Symbol,Market Cap,Stock Price,Revenue,MA20,MA50,MA200,20-Day Percent Change,100-Day Percent Change,News1,News2,News3,News4,News5,P/E Ratio,Dividend Yield (%),Market Cap to Revenue Ratio,Earnings Per Share (EPS),Revenue Per Employee,Target Price Difference (%)
,"4,924,459",4.84,,6907.0,116.85,Hold,133.16,"Aug 6, 2024",ABNB,73.9,116.85,10.51,-3.70%,-15.19%,-19.66%,-15.79%,-27.35%,"AI craze distorts VC market, as tech giants Microsoft and Amazon pour in billions",Take a look inside my oceanfront dream home in Puerto Rico: ‘Slice of paradise’,‘Travel is too expensive right now’: Americans spend less or skip trips altogether,Google IPO banker tracks two-decade journey from Silicon Valley upstart to $2 trillion,LVMH CEO Bernard Arnault’s family office goes shopping for AI startups,,,7.0313986679353,,0.0015216447082669754,13.95806589644844
1.02,"8,791,198",4.44,,27200.0,71.7,Buy,75.88,"Jul 30, 2024",PYPL,73.3,71.7,31.03,7.60%,14.96%,15.56%,+7.07%,+8.10%,"Earn 5% cash back with PayPal’s debit card, even if you have bad credit","88 corporate leaders endorse Harris, including CEOs of Yelp, Box","Final Trades: Dell Technologies, CoStar Group, Johnson & Johnson and PayPal Holdings","The Committee’s Comeback Kids: Trade Desk, Sweetgreen, Natera, Samsara, PayPal and Leidos","Buy now, pay later firm Klarna swings to first-half profit ahead of IPO",16.47162162162162,,2.3622300999033192,4.352941176470589,0.0011408088235294119,5.829846582984648
,"3,153,876",1.54,,18800.0,259.95,Buy,288.79,"Aug 22, 2024",WDAY,68.96,259.95,7.86,17.44%,17.92%,4.13%,+14.61%,-2.99%,Dell and Palantir to join S&P 500; shares of both jump,"These five stocks are best positioned for growth, Goldman Sachs says","Final Trades: Workday, TransDigm and Louisiana Pacific",Workday stock gains as software provider widens 2027 margin target,"Stocks making the biggest moves midday: Cava, Intuit, Ross Stores and more",,,8.7735368956743,,0.00041808510638297877,11.094441238699762
,"3,529,606",,,7925.0,271.54,Buy,334.56,"Aug 28, 2024",CRWD,66.08,271.54,3.28,8.98%,-13.25%,-9.57%,+13.90%,-16.26%,Dell and Palantir to join S&P 500; shares of both jump,A September trading strategy from Goldman that nets an 18% return on average,Cramer names No. 1 underappreciated megacap to buy in recent tech stock sell-off,"We like Apple for its sustained business model, not its AI story","These five stocks are best positioned for growth, Goldman Sachs says",,,20.146341463414636,,0.00041388012618296527,23.208367091404572
1.94,"5,615,481",3.6,0.48,23000.0,33.69,Buy,39.67,"Oct 17, 2024",CSX,65.32,33.69,14.63,-0.71%,-0.40%,-2.74%,-3.93%,-7.11%,Thursday’s stock stories: What’s likely to move the market in the next session,CSX President and Chief Executive Officer to Address Morgan Stanley Laguna Conference,North American rail traffic up 5.2% for the week ending August 31,CSX Expands Labor Agreements with Two More Partners,North American rail traffic up 1.3% for the week ending August 24,18.155166666666666,1.4247551202137132,4.464798359535201,1.8556701030927836,0.0006360869565217392,17.75007420599586
,"205,146",2.37,,90302.0,,Strong Buy,,"Jul 24, 2024",ORLY,64.77,,16.28,0.42%,4.51%,8.64%,+1.10%,+1.89%,"Ride out future market volatility with all-weather stocks, Bank of America says",O’Reilly Auto’s Resilient Model and Growth Potential Bolster Buy Rating,TD Cowen Reaffirms Their Buy Rating on O’Reilly Auto (ORLY),Analysts Offer Insights on Consumer Cyclical Companies: Toll Brothers (TOL) and O’Reilly Auto (ORLY),Morgan Stanley Sticks to Their Hold Rating for O’Reilly Auto (ORLY),,,3.978501228501228,,0.00018028393612544574,
,"1,556,475",2.78,4.06,34200.0,252.63,Buy,293.22,"Jul 22, 2024",NXPI,64.35,252.63,13.11,2.34%,-3.20%,4.68%,-6.17%,+2.45%,"NXP Semiconductors, VIS establish VSMC joint venture",VIS and NXP Announce Establishment of VSMC Joint Venture,"NXP Semiconductors announces dividend of $1.014 p/s, $2B share repurchase",NXP Semiconductors Announces Quarterly Dividend and Additional Share Repurchase Authorization,Analog Devices price target lowered to $255 from $260 at BofA,,1.6070933776669436,4.908466819221967,,0.0003833333333333333,16.06697541859638
,"1,091,880",2.94,2.52,411000.0,225.26,Buy,242.79,"Jul 31, 2024",MAR,63.42,225.26,6.47,3.20%,-2.49%,-2.56%,+0.01%,-10.48%,"Thursday’s top analyst calls: Nvidia, Apple, Tesla, Marriott, CrowdStrike","Thursday’s analyst calls: Cava gets a downgrade, Apple a top AI pick",Watch CNBC’s full interview with Hyatt CEO Mark Hoplamazian,‘Travel is too expensive right now’: Americans spend less or skip trips altogether,Travelers are finally cracking under the pressure of high costs,,1.1187072715972655,9.802163833075735,,1.5742092457420923e-05,7.782118440912724
,"10,312,724",,0.24,6577.0,71.84,Strong Buy,88.78,"Aug 29, 2024",MRVL,62.18,71.84,5.35,7.75%,2.38%,4.74%,+2.18%,-5.79%,"Stocks making the biggest moves midday: Intel, Nio, Broadcom and more",Why Broadcom stock is tumbling after an earnings beat — and how to play the dip,"S&P 500 tumbles Friday to post worst week since 2023, Nasdaq drops 2% for worst week since 2022",Small-cap portfolio manager says these stocks will thrive in slow growth environment,S&P 500 books back-to-back losses as Wall Street grapples with a rocky start to September,,0.3340757238307349,11.622429906542056,,0.0008134407784704272,23.58017817371937
,"1,881,490",2.39,1.41,13871.0,194.99,Buy,225.0,"Aug 6, 2024",CEG,60.97,194.99,23.54,5.48%,-0.26%,17.11%,+2.09%,+0.36%,Small nuclear reactors could power the future — the challenge is getting one built,Why the U.S. is pumping more oil than any country in history,Wednesday’s stock stories: What’s likely to move the market in the next session,Morgan Stanley Wealth Management adds this utilities play to dividend portfolio,AI demand could strain electrical grid in coming decade,,0.7231140058464536,2.5900594732370434,,0.0016970658207771609,15.390532847838346
,"330,219",1.46,3.0,16800.0,547.82,Buy,607.4,"Jul 24, 2024",ROP,58.73,547.82,6.57,2.76%,0.22%,1.75%,+1.02%,+1.35%,Roper Technologies to present at Goldman Sachs technology conference,"IntelliTrans expands office footprint in Conway, Arkansas",Truist Financial Sticks to Its Buy Rating for Roper Technologies (ROP),"Roper Technologies Prices Public Offering Of $500 Million Senior Unsecured Notes Due 2029, $500 Million Senior Unsecured Notes Due 2032, $1 Billion Senior Unsecured Notes Due 2034",Roper Technologies price target raised to $635 from $625 at Jefferies,,0.5476251323427402,8.939117199391172,,0.0003910714285714286,10.875835128326807
,"2,714,484",1.31,,13568.0,74.73,Hold,70.46,"Aug 6, 2024",FTNT,57.16,74.73,5.54,11.58%,21.16%,21.87%,+30.27%,+6.63%,"We like Apple for its sustained business model, not its AI story","Palo Alto Networks finally gets back on track — delivering solid earnings, outlook",Palo Alto Networks bet big on bundling. Investors want more proof it’s working,"Walmart, Starbucks among the most overbought stocks due for a pullback","QQQ ETF Update, 9/6/2024 ",,,10.31768953068592,,0.000408313679245283,-5.713903385521223
,"964,674",,,14100.0,255.26,Buy,269.24,"Aug 29, 2024",ADSK,55.01,255.26,5.65,5.33%,5.15%,8.29%,+2.87%,+4.04%,"Tuesday’s top analyst calls: Nvidia, Apple, Broadcom, Boeing, IBM, Meta, Uber","Autodesk is ‘fully aligned with Starboard’ that there is more value to come, says CEO Anagnost",Dow Jones notches another record close,"Calls of the Day: Autodesk, Uber, D.R. Horton, Constellation Brands and Chipotle","Analyst calls: Oil giant to surge more than 35%, Planet Fitness a top pick",,,9.736283185840707,,0.00040070921985815606,5.4767687847684785
,"2,235,625",,,19300.0,128.81,Buy,136.46,"Aug 1, 2024",DASH,53.01,128.81,9.61,4.10%,12.69%,12.50%,+14.85%,-8.89%,"Ulta misses expectations, trims guidance after quarterly sales decline",Costco may have another winner after its gold bar success: gift cards,"Evercore ISI’s Mark Mahaney on his new top internet stock picks: Amazon, Doordash, Uber",Andreas Halvorsen’s Viking Global poured money into tech last quarter,Philippe Laffont’s Coatue entered into Paramount last quarter amid weakness,,,5.516129032258065,,0.0004979274611398963,5.938979892865466
,"1,856,935",3.96,1.74,29128.0,82.08,Strong Buy,114.43,"Aug 22, 2024",NTES,52.9,82.08,14.69,-5.93%,-8.57%,-15.29%,-12.75%,-16.97%,"Game On: Tencent, NetEase reconsidering Japan investments",Analysts Stay Bullish on NetEase After Q2 Results,"Dell, Marvell get AI boost to beat expectations: Morning Buzz","Tencent, NetEase reconsider Japan investment strategies, Bloomberg says",Jefferies Reaffirms Their Buy Rating on Netease Inc (9999),,2.1198830409356724,3.601089176310415,,0.0005043257346882725,39.412768031189096
,"5,379,624",1.48,,3416.0,211.4,Buy,248.0,"Aug 1, 2024",COIN,52.53,211.4,4.5,-1.51%,-10.04%,1.68%,-15.23%,-21.05%,Coinbase has worst week of the year as crypto stocks plummet,Jim Cramer’s top 10 things to watch in the stock market Friday,"Here are Friday’s biggest analyst calls: Nvidia, Nio, Apple, Tesla and more","Analyst calls: Broadcom earnings reaction, Chinese EV stock gets an upgrade",Super PAC backing Kamala Harris to accept crypto donations: CNBC Crypto World,,,11.673333333333334,,0.0013173302107728337,17.313150425733205
,"1,689,962",2.63,3.52,17250.0,98.25,Hold,94.54,"Jul 30, 2024",AEP,52.28,98.25,19.52,0.27%,5.45%,15.05%,+0.43%,+17.38%,AI demand could strain electrical grid in coming decade,This power provider has doubled as it charts a path for nuclear data centers,Tech companies hunt for nuclear power sparks backlash from some utilities,"QQQ ETF Update, 9/6/2024 ","QQQ ETF Update, 9/4/2024 ",,3.5826972010178113,2.6782786885245904,,0.0011315942028985507,-3.7760814249363803
,"2,225,763",2.07,1.47,108000.0,155.21,Strong Buy,167.89,"Aug 22, 2024",ROST,51.77,155.21,21.09,6.21%,5.35%,9.60%,+4.66%,+7.43%,"Analyst calls: Super Micro gets a downgrade, aluminum products stock to pop 20%",TJ Maxx’s owner is bringing its secret sauce to new countries — with a twist,These comeback kids have wiped out the August sell-off,One retailer is on a tear into earnings. How to trade it without chasing it,"Stocks making the biggest moves midday: Cava, Intuit, Ross Stores and more",,0.9471039237162554,2.4547178757705077,,0.00019527777777777778,8.169576702532039
,"2,053,190",,,3115.0,105.0,Strong Buy,108.65,"Aug 8, 2024",TTD,51.62,105.0,2.17,8.91%,7.55%,24.33%,+13.68%,+19.05%,"Wednesday’s top analyst calls: Nvidia, Apple, Microsoft, Amazon and more","The Committee’s Comeback Kids: Trade Desk, Sweetgreen, Natera, Samsara, PayPal and Leidos",Trade Tracker: Josh Brown buys Trade Desk and Sweetgreen,"Stocks making the biggest moves midday: Sweetgreen, E.l.f. Beauty and more",Jim Cramer’s top 10 things to watch in the stock market Friday,,,23.788018433179722,,0.000696629213483146,3.476190476190481
,"2,441,986",1.39,,10200.0,52.76,Hold,50.33,"Sep 12, 2024",CPRT,50.77,52.76,4.17,2.36%,-0.23%,0.78%,+1.68%,-5.91%,"Stocks making the biggest moves premarket: C3.ai, Tesla, JetBlue and more","Stocks making the biggest moves after hours: C3.ai, Topgolf Callaway and more",Barrington Reaffirms Their Hold Rating on Copart (CPRT),Copart price target lowered to $56 from $58 at Baird,Closing Bell Movers: C3.ai falls 16% with guidance unchanged despite Q1 beat,,,12.17505995203837,,0.0004088235294117647,-4.605761940864291
,"2,178,469",4.96,1.2,32400.0,96.46,Buy,111.27,"Oct 22, 2024",PCAR,50.57,96.46,35.29,-0.27%,-5.80%,-9.02%,-4.19%,-22.65%,Paccar price target lowered to $100 from $106 at Citi,,,,,,1.2440389798880367,1.4329838481156136,,0.0010891975308641975,15.353514410118189
,"609,488",4.65,,101100.0,348.73,Hold,374.27,"Oct 25, 2024",CHTR,49.78,348.73,54.66,0.61%,10.17%,11.97%,-6.30%,+33.01%,"NFL’s next big media rights payday is years off, subject to shifting industry","YES Network, MSG Networks to launch combined New York regional sports app",DirecTV is pushing its pay TV bundle — without a satellite dish,MoffettNathanson says Frontier deal implications ‘mixed’ for Verizon competitors,Charter and AMC Networks to renew distribution agreement,,,0.9107208196121479,,0.0005406528189910979,7.323717489174995
1.36,"3,425,913",2.18,0.86,28100.0,35.73,Buy,36.5,"Oct 24, 2024",KDP,48.45,35.73,15.06,3.79%,6.99%,12.17%,+5.66%,+17.71%,Evercore ISI Remains a Hold on Keurig Dr Pepper (KDP),BRC Inc. announces distribution pact with Keurig Dr Pepper for energy beverages,"Keurig Dr Pepper, SUM announce new multi-year partnership with FMF",,,22.290275229357796,2.4069409459837674,3.217131474103586,1.6029411764705883,0.0005359430604982207,2.1550517772180333
,"1,782,652",1.69,3.92,16600.0,130.0,Hold,122.62,"Sep 25, 2024",PAYX,46.82,130.0,5.28,3.15%,5.39%,6.61%,+1.53%,+6.21%,"Lightning Round: ARM is a great stock to buy, says Jim Cramer",Cramer’s Lightning Round: Paychex is a buy,"QQQ ETF Update, 9/6/2024 ","QQQ ETF Update, 9/4/2024 ","QQQ ETF Update, 8/29/2024 ",,3.0153846153846153,8.867424242424242,,0.0003180722891566265,-5.676923076923073
,"3,747,652",1.69,,6003.0,46.65,Buy,55.24,"Aug 7, 2024",MNST,45.7,46.65,7.39,-1.06%,-3.30%,-11.92%,-8.55%,-15.83%,Monster Beverage Board Authorizes New $500.0 Million Share Repurchase Program,Monster Beverage announces new $500M share repurchase program,Monster Beverage call volume above normal and directionally bullish,"Analysts Offer Insights on Consumer Goods Companies: Monster Beverage (MNST), Bj’s Wholesale Club Holdings (BJ) and Target (TGT)",Monster Beverage price target lowered to $50 from $56 at Roth MKM,,,6.184032476319351,,0.0012310511410961184,18.413719185423375
,"495,993",,5.0,3564.0,936.29,Strong Buy,912.3,"Aug 1, 2024",MPWR,45.65,936.29,1.89,10.41%,12.38%,34.43%,+7.67%,+42.03%,These stocks have the most riding on Nvidia’s results with highest correlation,"Monolithic Power price target raised to $1,100 from $925 at TD Cowen",Analysts’ Opinions Are Mixed on These Technology Stocks: Monolithic Power (MPWR) and Texas Instruments (TXN),,,,0.5340225784746179,24.153439153439155,,0.0005303030303030302,-2.5622403315212177
,"5,537,490",1.37,1.82,22300.0,81.79,Strong Buy,99.2,"Aug 1, 2024",MCHP,43.88,81.79,6.59,1.69%,-6.34%,-7.55%,-10.57%,-9.33%,"Stocks making the biggest moves after hours: Toll Brothers, Keysight and more","Friday’s top analyst calls: Nvidia, Tesla, Microsoft, Alphabet, Fox, Walmart, Nike","Stocks making the biggest moves premarket: H&R Block, Applied Materials, Microchip",Friday analyst calls: Media and entertainment companies take focus of upgrades,Microchip (MCHP) Receives a Buy from Citi,,2.225210905978726,6.658573596358119,,0.0002955156950672646,21.286220809389896
,"777,251",1.28,1.04,22902.0,203.77,Hold,202.97,"Jul 24, 2024",ODFL,43.67,203.77,5.97,-2.83%,1.04%,-2.41%,-7.60%,-13.52%,Friday’s stock stories: What’s likely to move the market in the next session,"Stocks making biggest moves midday: JetBlue, Tesla, G-III Apparel and more",Old Dominion price target lowered to $189 from $193 at JPMorgan,Old Dominion price target lowered to $206 from $210 at BofA,Mixed Performance Indicators Inform Hold Rating for Old Dominion Freight,,0.5103793492663297,7.314907872696818,,0.000260675923500131,-0.39259949943564376
1.21,"5,872,266",1.92,1.6,36000.0,35.91,Buy,37.75,"Jul 31, 2024",KHC,43.42,35.91,26.32,1.94%,6.34%,0.82%,+0.51%,-4.51%,Morningstar’s Dave Sekera shares his top value stock picks,Berkshire Hathaway’s new stock pick Ulta Beauty is a classic value buy,Cheap stocks to buy for the long term during the volatility,"These dividend payers will beat yields on cash as the Fed cuts rates, BofA says",Kraft Heinz: Hold Rating Amidst Challenging Market Conditions and Pursuit of Growth Strategies,22.63078125,4.455583402951825,1.649696048632219,1.5867768595041323,0.0007311111111111111,5.123920913394608
,"1,959,200",,,12157.0,160.0,Buy,217.69,"Aug 1, 2024",TEAM,41.6,160.0,4.36,7.72%,-0.59%,-14.59%,-8.29%,-17.64%,StockTok: DOJ vows to stop pressuring social media companies to censor content,Atlassian-unit Loom acquires AI-powered virtual meeting firm Rewatch,,,,,,9.541284403669724,,0.00035864111211647613,36.05625
,"1,217,180",5.41,,6400.0,109.02,Buy,108.43,"Jul 30, 2024",ACGL,40.83,109.02,15.47,9.98%,11.39%,22.04%,+15.90%,+16.98%,Friday’s big stock stories: What’s likely to move the market in the next trading session,Arch Capital initiated with an Equal Weight at Barclays,Arch Capital Group Welcomes New Board Members,Arch Capital price target raised to $125 from $110 at Roth MKM,Roth MKM Reaffirms Their Buy Rating on Arch Capital Group (ACGL),,,2.639301874595992,,0.0024171875,-0.5411851036506964
,"1,214,105",,0.96,8525.0,70.35,Buy,70.27,"Oct 16, 2024",NDAQ,40.52,70.35,6.57,3.56%,10.27%,18.89%,+4.83%,+14.36%,"Final Trade: ET, META, JBLU & NDAQ",Cramer’s Stop Trading: Nasdaq,"Wednesday’s top analyst calls: Nvidia, Apple, Microsoft, Amazon and more","Looking beyond the U.S.? One portfolio manager is bullish on India, names stocks",Wall Street wants to see Nvidia pull off a ‘Triple Lindy’ when it reports earnings,,1.3646055437100215,6.167427701674277,,0.0007706744868035191,-0.11371712864249937
